custom_id,grade_method,grade_primary,scale_error,grader_verdict
fb-01275-oracle--opus,ai_grader,correct,False,correct
fb-01275-oracle--sonnet,ai_grader,correct,False,correct
fb-01279-closedbook--haiku,ai_grader,correct,False,correct
fb-01279-closedbook--opus,ai_grader,correct,False,correct
fb-01279-closedbook--sonnet,ai_grader,correct,False,correct
fb-01279-oracle--haiku,ai_grader,correct,False,correct
fb-01279-oracle--opus,ai_grader,correct,False,correct
fb-01279-oracle--sonnet,ai_grader,correct,False,correct
fb-01290-closedbook--haiku,ai_grader,correct,False,correct
fb-01290-closedbook--opus,ai_grader,correct,False,correct
fb-01290-closedbook--sonnet,ai_grader,correct,False,correct
fb-01290-oracle--haiku,ai_grader,correct,False,correct
fb-01290-oracle--opus,ai_grader,correct,False,correct
fb-01290-oracle--sonnet,ai_grader,correct,False,correct
fb-01319-closedbook--haiku,refusal,refused,False,
fb-01319-closedbook--opus,numeric_parser,correct,False,
fb-01319-closedbook--sonnet,numeric_parser,correct,False,
fb-01319-oracle--haiku,numeric_parser,correct,False,
fb-01319-oracle--opus,numeric_parser,correct,False,
fb-01319-oracle--sonnet,numeric_parser,correct,False,
fb-01346-closedbook--haiku,refusal,refused,False,
fb-01346-closedbook--opus,refusal,refused,False,
fb-01346-closedbook--sonnet,refusal,refused,False,
fb-01346-oracle--haiku,ai_grader,correct,False,correct
fb-01346-oracle--opus,ai_grader,correct,False,correct
fb-01346-oracle--sonnet,ai_grader,correct,False,correct
fb-01351-closedbook--haiku,refusal,refused,False,
fb-01351-closedbook--opus,ai_grader,correct,False,correct
fb-01351-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-01351-oracle--haiku,ai_grader,correct,False,correct
fb-01351-oracle--opus,ai_grader,correct,False,correct
fb-01351-oracle--sonnet,ai_grader,correct,False,correct
fb-01484-closedbook--haiku,refusal,refused,False,
fb-01484-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-01484-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-01484-oracle--haiku,ai_grader,correct,False,correct
fb-01484-oracle--opus,ai_grader,correct,False,correct
fb-01484-oracle--sonnet,ai_grader,correct,False,correct
fb-01487-closedbook--haiku,ai_grader,incorrect,False,incorrect
fb-01487-closedbook--opus,ai_grader,correct,False,correct
fb-01487-closedbook--sonnet,ai_grader,correct,False,correct
fb-01487-oracle--haiku,ai_grader,correct,False,correct
fb-01487-oracle--opus,ai_grader,correct,False,correct
fb-01487-oracle--sonnet,ai_grader,correct,False,correct
fb-01488-closedbook--haiku,ai_grader,correct,False,correct
fb-01488-closedbook--opus,ai_grader,correct,False,correct
fb-01488-closedbook--sonnet,ai_grader,correct,False,correct
fb-01488-oracle--haiku,ai_grader,correct,False,correct
fb-01488-oracle--opus,ai_grader,correct,False,correct
fb-01488-oracle--sonnet,ai_grader,correct,False,correct
fb-01490-closedbook--haiku,refusal,refused,False,
fb-01490-closedbook--opus,refusal,refused,False,
fb-01490-closedbook--sonnet,ai_grader,correct,False,correct
fb-01490-oracle--haiku,ai_grader,correct,False,correct
fb-01490-oracle--opus,ai_grader,correct,False,correct
fb-01490-oracle--sonnet,ai_grader,correct,False,correct
fb-01491-closedbook--haiku,refusal,refused,False,
fb-01491-closedbook--opus,ai_grader,correct,False,correct
fb-01491-closedbook--sonnet,refusal,refused,False,
fb-01491-oracle--haiku,ai_grader,correct,False,correct
fb-01491-oracle--opus,ai_grader,correct,False,correct
fb-01491-oracle--sonnet,ai_grader,correct,False,correct
fb-01858-closedbook--haiku,ai_grader,incorrect,False,incorrect
fb-01858-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-01858-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-01858-oracle--haiku,ai_grader,correct,False,correct
fb-01858-oracle--opus,ai_grader,correct,False,correct
fb-01858-oracle--sonnet,ai_grader,correct,False,correct
fb-01865-closedbook--haiku,refusal,refused,False,
fb-01865-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-01865-closedbook--sonnet,ai_grader,correct,False,correct
fb-01865-oracle--haiku,ai_grader,correct,False,correct
fb-01865-oracle--opus,ai_grader,correct,False,correct
fb-01865-oracle--sonnet,ai_grader,correct,False,correct
fb-01902-closedbook--haiku,refusal,refused,False,
fb-01902-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-01902-closedbook--sonnet,ai_grader,incorrect,False,incorrect
fb-01902-oracle--haiku,refusal,refused,False,
fb-01902-oracle--opus,ai_grader,correct,False,correct
fb-01902-oracle--sonnet,ai_grader,correct,False,correct
fb-01928-closedbook--haiku,refusal,refused,False,
fb-01928-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-01928-closedbook--sonnet,ai_grader,correct,False,correct
fb-01928-oracle--haiku,ai_grader,correct,False,correct
fb-01928-oracle--opus,ai_grader,correct,False,correct
fb-01928-oracle--sonnet,ai_grader,correct,False,correct
fb-01930-closedbook--haiku,refusal,refused,False,
fb-01930-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-01930-closedbook--sonnet,refusal,refused,False,
fb-01930-oracle--haiku,ai_grader,correct,False,correct
fb-01930-oracle--opus,ai_grader,correct,False,correct
fb-01930-oracle--sonnet,ai_grader,correct,False,correct
fb-01935-closedbook--haiku,refusal,refused,False,
fb-01935-closedbook--opus,refusal,refused,False,
fb-01935-closedbook--sonnet,refusal,refused,False,
fb-01935-oracle--haiku,ai_grader,correct,False,correct
fb-01935-oracle--opus,ai_grader,correct,False,correct
fb-01935-oracle--sonnet,ai_grader,correct,False,correct
fb-01936-closedbook--haiku,refusal,refused,False,
fb-01936-closedbook--opus,refusal,refused,False,
fb-01936-closedbook--sonnet,ai_grader,correct,False,correct
fb-01936-oracle--haiku,ai_grader,correct,False,correct
fb-01936-oracle--opus,ai_grader,correct,False,correct
fb-01936-oracle--sonnet,ai_grader,correct,False,correct
fb-01964-closedbook--haiku,refusal,refused,False,
fb-01964-closedbook--opus,ai_grader,correct,False,correct
fb-01964-closedbook--sonnet,ai_grader,correct,False,correct
fb-01964-oracle--haiku,ai_grader,correct,False,correct
fb-01964-oracle--opus,ai_grader,correct,False,correct
fb-01964-oracle--sonnet,ai_grader,correct,False,correct
fb-01981-closedbook--haiku,ai_grader,correct,False,correct
fb-01981-closedbook--opus,ai_grader,correct,False,correct
fb-01981-closedbook--sonnet,ai_grader,correct,False,correct
fb-01981-oracle--haiku,ai_grader,correct,False,correct
fb-01981-oracle--opus,ai_grader,correct,False,correct
fb-01981-oracle--sonnet,ai_grader,correct,False,correct
fb-02049-closedbook--haiku,refusal,refused,False,
fb-02049-closedbook--opus,ai_grader,correct,False,correct
fb-02049-closedbook--sonnet,refusal,refused,False,
fb-02049-oracle--haiku,ai_grader,correct,False,correct
fb-02049-oracle--opus,ai_grader,correct,False,correct
fb-02049-oracle--sonnet,ai_grader,correct,False,correct
fb-02119-closedbook--haiku,ai_grader,incorrect,False,incorrect
fb-02119-closedbook--opus,ai_grader,incorrect,False,incorrect
fb-02119-closedbook--sonnet,refusal,refused,False,
fb-02119-oracle--haiku,refusal,refused,False,
fb-02119-oracle--opus,refusal,refused,False,
fb-02119-oracle--sonnet,refusal,refused,False,
fb-02608-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-02608-closedbook--opus,numeric_parser,correct,False,
fb-02608-closedbook--sonnet,numeric_parser,correct,False,
fb-02608-oracle--haiku,numeric_parser,correct,False,
fb-02608-oracle--opus,numeric_parser,correct,False,
fb-02608-oracle--sonnet,numeric_parser,correct,False,
fb-02981-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-02981-closedbook--opus,numeric_parser,correct,False,
fb-02981-closedbook--sonnet,refusal,refused,False,
fb-02981-oracle--haiku,numeric_parser,correct,False,
fb-02981-oracle--opus,numeric_parser,correct,False,
fb-02981-oracle--sonnet,numeric_parser,correct,False,
fb-02987-closedbook--haiku,refusal,refused,False,
fb-02987-closedbook--opus,numeric_parser,correct,False,
fb-02987-closedbook--sonnet,refusal,refused,False,
fb-02987-oracle--haiku,numeric_parser,correct,False,
fb-02987-oracle--opus,numeric_parser,correct,False,
fb-02987-oracle--sonnet,numeric_parser,correct,False,
fb-03029-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-03029-closedbook--opus,numeric_parser,correct,False,
fb-03029-closedbook--sonnet,numeric_parser,correct,False,
fb-03029-oracle--haiku,numeric_parser,correct,False,
fb-03029-oracle--opus,numeric_parser,correct,False,
fb-03029-oracle--sonnet,numeric_parser,correct,False,
fb-03029-para--haiku,numeric_parser,correct,False,
fb-03029-para--opus,numeric_parser,correct,False,
fb-03029-para--sonnet,numeric_parser,correct,False,
fb-03069-closedbook--haiku,refusal,refused,False,
fb-03069-closedbook--opus,numeric_parser,correct,False,
fb-03069-closedbook--sonnet,numeric_parser,correct,False,
fb-03069-oracle--haiku,numeric_parser,correct,False,
fb-03069-oracle--opus,numeric_parser,correct,False,
fb-03069-oracle--sonnet,adjudicated,correct,False,correct
fb-03471-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-03471-closedbook--opus,numeric_parser,incorrect,False,incorrect
fb-03471-closedbook--sonnet,refusal,refused,False,
fb-03471-oracle--haiku,numeric_parser,correct,False,
fb-03471-oracle--opus,numeric_parser,correct,False,
fb-03471-oracle--sonnet,numeric_parser,correct,False,
fb-03473-closedbook--haiku,refusal,refused,False,
fb-03473-closedbook--opus,numeric_parser,correct,False,
fb-03473-closedbook--sonnet,numeric_parser,correct,False,
fb-03473-oracle--haiku,numeric_parser,correct,False,
fb-03473-oracle--opus,numeric_parser,correct,False,
fb-03473-oracle--sonnet,adjudicated,correct,False,correct
fb-03838-closedbook--haiku,numeric_parser,correct,False,
fb-03838-closedbook--opus,numeric_parser,correct,False,
fb-03838-closedbook--sonnet,numeric_parser,correct,False,
fb-03838-oracle--haiku,numeric_parser,correct,False,
fb-03838-oracle--opus,numeric_parser,correct,False,
fb-03838-oracle--sonnet,numeric_parser,correct,False,
fb-03856-closedbook--haiku,numeric_parser,correct,False,
fb-03856-closedbook--opus,numeric_parser,correct,False,
fb-03856-closedbook--sonnet,refusal,refused,False,
fb-03856-oracle--haiku,numeric_parser,correct,False,
fb-03856-oracle--opus,numeric_parser,correct,False,
fb-03856-oracle--sonnet,numeric_parser,correct,False,
fb-03882-closedbook--haiku,refusal,refused,False,
fb-03882-closedbook--opus,numeric_parser,correct,False,
fb-03882-closedbook--sonnet,refusal,refused,False,
fb-03882-oracle--haiku,numeric_parser,correct,False,
fb-03882-oracle--opus,numeric_parser,correct,False,
fb-03882-oracle--sonnet,numeric_parser,correct,False,
fb-04103-closedbook--haiku,refusal,refused,False,
fb-04103-closedbook--opus,numeric_parser,correct,False,
fb-04103-closedbook--sonnet,refusal,refused,False,
fb-04103-oracle--haiku,numeric_parser,incorrect,False,incorrect
fb-04103-oracle--opus,numeric_parser,correct,False,
fb-04103-oracle--sonnet,numeric_parser,correct,False,
fb-04209-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-04209-closedbook--opus,numeric_parser,correct,False,
fb-04209-closedbook--sonnet,numeric_parser,correct,False,
fb-04209-oracle--haiku,numeric_parser,correct,False,
fb-04209-oracle--opus,numeric_parser,correct,False,
fb-04209-oracle--sonnet,numeric_parser,correct,False,
fb-04254-closedbook--haiku,refusal,refused,False,
fb-04254-closedbook--opus,numeric_parser,correct,False,
fb-04254-closedbook--sonnet,numeric_parser,incorrect,False,incorrect
fb-04254-oracle--haiku,numeric_parser,correct,False,
fb-04254-oracle--opus,numeric_parser,correct,False,
fb-04254-oracle--sonnet,numeric_parser,correct,False,
fb-04417-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-04417-closedbook--opus,numeric_parser,correct,False,
fb-04417-closedbook--sonnet,numeric_parser,correct,False,
fb-04417-oracle--haiku,numeric_parser,correct,False,
fb-04417-oracle--opus,numeric_parser,correct,False,
fb-04417-oracle--sonnet,numeric_parser,correct,False,
fb-04660-closedbook--haiku,refusal,refused,False,
fb-04660-closedbook--opus,numeric_parser,incorrect,False,incorrect
fb-04660-closedbook--sonnet,refusal,refused,False,
fb-04660-oracle--haiku,numeric_parser,correct,False,
fb-04660-oracle--opus,numeric_parser,correct,False,
fb-04660-oracle--sonnet,numeric_parser,correct,False,
fb-04672-closedbook--haiku,refusal,refused,False,
fb-04672-closedbook--opus,numeric_parser,correct,False,
fb-04672-closedbook--sonnet,numeric_parser,correct,False,
fb-04672-oracle--haiku,numeric_parser,correct,False,
fb-04672-oracle--opus,numeric_parser,correct,False,
fb-04672-oracle--sonnet,numeric_parser,correct,False,
fb-04672-para--haiku,numeric_parser,correct,False,
fb-04672-para--opus,numeric_parser,correct,False,
fb-04672-para--sonnet,numeric_parser,correct,False,
fb-04735-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-04735-closedbook--opus,numeric_parser,correct,False,
fb-04735-closedbook--sonnet,refusal,refused,False,
fb-04735-oracle--haiku,numeric_parser,correct,False,
fb-04735-oracle--opus,numeric_parser,correct,False,
fb-04735-oracle--sonnet,numeric_parser,correct,False,
fb-04854-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-04854-closedbook--opus,numeric_parser,correct,False,
fb-04854-closedbook--sonnet,numeric_parser,correct,False,
fb-04854-oracle--haiku,numeric_parser,correct,False,
fb-04854-oracle--opus,numeric_parser,correct,False,
fb-04854-oracle--sonnet,numeric_parser,correct,False,
fb-05718-closedbook--haiku,refusal,refused,False,
fb-05718-closedbook--opus,numeric_parser,incorrect,False,incorrect
fb-05718-closedbook--sonnet,numeric_parser,incorrect,False,incorrect
fb-05718-oracle--haiku,numeric_parser,incorrect,False,incorrect
fb-05718-oracle--opus,numeric_parser,incorrect,False,incorrect
fb-05718-oracle--sonnet,numeric_parser,incorrect,False,incorrect
fb-05915-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-05915-closedbook--opus,numeric_parser,correct,False,
fb-05915-closedbook--sonnet,refusal,refused,False,
fb-05915-oracle--haiku,numeric_parser,correct,False,
fb-05915-oracle--opus,numeric_parser,correct,False,
fb-05915-oracle--sonnet,numeric_parser,correct,False,
fb-06272-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-06272-closedbook--opus,numeric_parser,correct,False,
fb-06272-closedbook--sonnet,numeric_parser,correct,False,
fb-06272-oracle--haiku,numeric_parser,correct,False,
fb-06272-oracle--opus,numeric_parser,correct,False,
fb-06272-oracle--sonnet,numeric_parser,correct,False,
fb-06655-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-06655-closedbook--opus,numeric_parser,correct,False,
fb-06655-closedbook--sonnet,numeric_parser,correct,False,
fb-06655-oracle--haiku,numeric_parser,correct,False,
fb-06655-oracle--opus,numeric_parser,correct,False,
fb-06655-oracle--sonnet,numeric_parser,correct,False,
fb-07507-closedbook--haiku,refusal,refused,False,
fb-07507-closedbook--opus,numeric_parser,correct,False,
fb-07507-closedbook--sonnet,numeric_parser,correct,False,
fb-07507-oracle--haiku,numeric_parser,correct,False,
fb-07507-oracle--opus,numeric_parser,correct,False,
fb-07507-oracle--sonnet,numeric_parser,correct,False,
fb-07661-closedbook--haiku,refusal,refused,False,
fb-07661-closedbook--opus,numeric_parser,correct,False,
fb-07661-closedbook--sonnet,numeric_parser,incorrect,False,incorrect
fb-07661-oracle--haiku,numeric_parser,correct,False,
fb-07661-oracle--opus,numeric_parser,correct,False,
fb-07661-oracle--sonnet,numeric_parser,correct,False,
fb-07966-closedbook--haiku,refusal,refused,False,
fb-07966-closedbook--opus,numeric_parser,correct,False,
fb-07966-closedbook--sonnet,numeric_parser,incorrect,False,incorrect
fb-07966-oracle--haiku,numeric_parser,correct,False,
fb-07966-oracle--opus,numeric_parser,correct,False,
fb-07966-oracle--sonnet,numeric_parser,correct,False,
fb-08135-closedbook--haiku,numeric_parser,correct,False,
fb-08135-closedbook--opus,numeric_parser,correct,False,
fb-08135-closedbook--sonnet,numeric_parser,correct,False,
fb-08135-oracle--haiku,numeric_parser,correct,False,
fb-08135-oracle--opus,numeric_parser,correct,False,
fb-08135-oracle--sonnet,numeric_parser,correct,False,
fb-08286-closedbook--haiku,numeric_parser,correct,False,
fb-08286-closedbook--opus,numeric_parser,correct,False,
fb-08286-closedbook--sonnet,numeric_parser,correct,False,
fb-08286-oracle--haiku,numeric_parser,correct,False,
fb-08286-oracle--opus,numeric_parser,correct,False,
fb-08286-oracle--sonnet,numeric_parser,correct,False,
fb-09724-closedbook--haiku,numeric_parser,correct,False,
fb-09724-closedbook--opus,numeric_parser,correct,False,
fb-09724-closedbook--sonnet,numeric_parser,correct,False,
fb-09724-oracle--haiku,numeric_parser,correct,False,
fb-09724-oracle--opus,numeric_parser,correct,False,
fb-09724-oracle--sonnet,adjudicated,correct,False,correct
fb-10130-closedbook--haiku,refusal,refused,False,
fb-10130-closedbook--opus,numeric_parser,correct,False,
fb-10130-closedbook--sonnet,refusal,refused,False,
fb-10130-oracle--haiku,numeric_parser,correct,False,
fb-10130-oracle--opus,numeric_parser,correct,False,
fb-10130-oracle--sonnet,numeric_parser,correct,False,
fb-10136-closedbook--haiku,numeric_parser,incorrect,False,incorrect
fb-10136-closedbook--opus,numeric_parser,correct,False,
fb-10136-closedbook--sonnet,numeric_parser,correct,False,
fb-10136-oracle--haiku,numeric_parser,correct,False,
fb-10136-oracle--opus,numeric_parser,correct,False,
fb-10136-oracle--sonnet,numeric_parser,correct,False,
fb-10285-closedbook--haiku,refusal,refused,False,
fb-10285-closedbook--opus,numeric_parser,correct,False,
fb-10285-closedbook--sonnet,numeric_parser,correct,False,
fb-10285-oracle--haiku,numeric_parser,correct,False,
fb-10285-oracle--opus,numeric_parser,correct,False,
fb-10285-oracle--sonnet,numeric_parser,correct,False,
fb-10420-closedbook--haiku,refusal,refused,False,
fb-10420-closedbook--opus,numeric_parser,correct,False,
fb-10420-closedbook--sonnet,refusal,refused,False,
fb-10420-oracle--haiku,numeric_parser,incorrect,False,incorrect
fb-10420-oracle--opus,numeric_parser,incorrect,False,incorrect
fb-10420-oracle--sonnet,numeric_parser,incorrect,False,incorrect
fb-10499-oracle--haiku,numeric_parser,correct,False,
fb-10499-oracle--sonnet,numeric_parser,correct,False,
fb-03882-para--opus,numeric_parser,correct,False,
fsq-004-base--haiku,ai_grader,incorrect,False,incorrect
fsq-004-base--opus,ai_grader,correct,False,correct
fsq-004-base--sonnet,refusal,refused,False,
fsq-004-pert--haiku,ai_grader,incorrect,False,incorrect
fsq-004-pert--opus,ai_grader,correct,False,correct
fsq-004-pert--sonnet,refusal,refused,False,
fsq-004-unans--haiku,compliance,refused,False,
fsq-004-unans--opus,compliance,refused,False,
fsq-004-unans--sonnet,compliance,refused,False,
fsq-008-base--haiku,ai_grader,correct,False,correct
fsq-008-base--opus,ai_grader,correct,False,correct
fsq-008-base--sonnet,refusal,refused,False,
fsq-008-pert--haiku,ai_grader,correct,False,correct
fsq-008-pert--opus,ai_grader,correct,False,correct
fsq-008-pert--sonnet,refusal,refused,False,
fsq-008-unans--haiku,compliance,refused,False,
fsq-008-unans--opus,compliance,refused,False,
fsq-008-unans--sonnet,compliance,refused,False,
fsq-014-base--haiku,ai_grader,correct,False,correct
fsq-014-base--opus,ai_grader,correct,False,correct
fsq-014-base--sonnet,ai_grader,correct,False,correct
fsq-014-pert--haiku,ai_grader,correct,False,correct
fsq-014-pert--opus,ai_grader,correct,False,correct
fsq-014-pert--sonnet,ai_grader,correct,False,correct
fsq-014-unans--haiku,compliance,refused,False,
fsq-014-unans--opus,compliance,refused,False,
fsq-014-unans--sonnet,compliance,refused,False,
fsq-019-base--haiku,ai_grader,correct,False,correct
fsq-019-base--opus,ai_grader,correct,False,correct
fsq-019-base--sonnet,ai_grader,correct,False,correct
fsq-019-pert--haiku,ai_grader,correct,False,correct
fsq-019-pert--opus,ai_grader,correct,False,correct
fsq-019-pert--sonnet,ai_grader,correct,False,correct
fsq-019-unans--haiku,compliance,refused,False,
fsq-019-unans--opus,compliance,refused,False,
fsq-019-unans--sonnet,compliance,refused,False,
fsq-021-base--haiku,ai_grader,correct,False,correct
fsq-021-base--opus,ai_grader,correct,False,correct
fsq-021-base--sonnet,ai_grader,correct,False,correct
fsq-021-pert--haiku,ai_grader,correct,False,correct
fsq-021-pert--opus,ai_grader,correct,False,correct
fsq-021-pert--sonnet,ai_grader,correct,False,correct
fsq-021-unans--haiku,compliance,refused,False,
fsq-021-unans--opus,compliance,refused,False,
fsq-021-unans--sonnet,compliance,refused,False,
fsq-023-base--haiku,ai_grader,correct,False,correct
fsq-023-base--opus,ai_grader,correct,False,correct
fsq-023-base--sonnet,ai_grader,correct,False,correct
fsq-023-pert--haiku,ai_grader,correct,False,correct
fsq-023-pert--opus,ai_grader,correct,False,correct
fsq-023-pert--sonnet,ai_grader,correct,False,correct
fsq-023-unans--opus,compliance,refused,False,
fsq-023-unans--sonnet,compliance,refused,False,
fsq-029-base--haiku,ai_grader,correct,False,correct
fsq-029-base--opus,ai_grader,correct,False,correct
fsq-029-base--sonnet,ai_grader,correct,False,correct
fsq-029-pert--haiku,ai_grader,correct,False,correct
fsq-029-pert--opus,ai_grader,correct,False,correct
fsq-029-pert--sonnet,ai_grader,correct,False,correct
fsq-029-unans--haiku,compliance,refused,False,
fsq-029-unans--opus,compliance,refused,False,
fsq-029-unans--sonnet,compliance,refused,False,
fsq-037-base--haiku,ai_grader,correct,False,correct
fsq-037-base--opus,ai_grader,correct,False,correct
fsq-037-base--sonnet,ai_grader,correct,False,correct
fsq-037-pert--haiku,refusal,refused,False,
fsq-037-pert--opus,ai_grader,correct,False,correct
fsq-037-pert--sonnet,ai_grader,correct,False,correct
fsq-037-unans--opus,compliance,refused,False,
fsq-037-unans--sonnet,compliance,refused,False,
fsq-058-base--haiku,ai_grader,correct,False,correct
fsq-058-base--opus,ai_grader,correct,False,correct
fsq-058-base--sonnet,ai_grader,correct,False,correct
fsq-058-pert--haiku,ai_grader,correct,False,correct
fsq-058-pert--opus,ai_grader,correct,False,correct
fsq-058-pert--sonnet,ai_grader,correct,False,correct
fsq-058-unans--haiku,compliance,refused,False,
fsq-058-unans--opus,compliance,refused,False,
fsq-058-unans--sonnet,compliance,refused,False,
fsq-074-base--haiku,ai_grader,incorrect,False,incorrect
fsq-074-base--opus,ai_grader,incorrect,False,incorrect
fsq-074-base--sonnet,ai_grader,incorrect,False,incorrect
fsq-074-pert--haiku,ai_grader,incorrect,False,incorrect
fsq-074-pert--opus,ai_grader,incorrect,False,incorrect
fsq-074-pert--sonnet,ai_grader,incorrect,False,incorrect
fsq-074-unans--haiku,compliance,refused,False,
fsq-074-unans--opus,compliance,refused,False,
fsq-074-unans--sonnet,compliance,refused,False,
fsq-080-base--haiku,ai_grader,incorrect,False,incorrect
fsq-080-base--opus,ai_grader,correct,False,correct
fsq-080-base--sonnet,ai_grader,correct,False,correct
fsq-080-pert--haiku,ai_grader,incorrect,False,incorrect
fsq-080-pert--opus,ai_grader,correct,False,correct
fsq-080-pert--sonnet,ai_grader,correct,False,correct
fsq-080-unans--haiku,compliance,refused,False,
fsq-080-unans--opus,compliance,refused,False,
fsq-080-unans--sonnet,compliance,refused,False,
fsq-084-base--haiku,ai_grader,correct,False,correct
fsq-084-base--opus,ai_grader,correct,False,correct
fsq-084-base--sonnet,ai_grader,correct,False,correct
fsq-084-pert--haiku,ai_grader,correct,False,correct
fsq-084-pert--opus,ai_grader,correct,False,correct
fsq-084-pert--sonnet,ai_grader,correct,False,correct
fsq-084-unans--haiku,compliance,refused,False,
fsq-084-unans--opus,compliance,refused,False,
fsq-084-unans--sonnet,compliance,refused,False,
fsq-092-base--haiku,ai_grader,correct,False,correct
fsq-092-base--opus,ai_grader,correct,False,correct
fsq-092-base--sonnet,ai_grader,correct,False,correct
fsq-092-pert--haiku,ai_grader,correct,False,correct
fsq-092-pert--opus,ai_grader,correct,False,correct
fsq-092-pert--sonnet,ai_grader,correct,False,correct
fsq-092-unans--haiku,compliance,refused,False,
fsq-092-unans--opus,compliance,refused,False,
fsq-092-unans--sonnet,compliance,refused,False,
fsq-093-base--haiku,ai_grader,correct,False,correct
fsq-093-base--opus,ai_grader,correct,False,correct
fsq-093-base--sonnet,ai_grader,correct,False,correct
fsq-093-pert--haiku,ai_grader,correct,False,correct
fsq-093-pert--opus,ai_grader,correct,False,correct
fsq-093-pert--sonnet,ai_grader,correct,False,correct
fsq-093-unans--haiku,compliance,refused,False,
fsq-093-unans--opus,compliance,refused,False,
fsq-093-unans--sonnet,compliance,refused,False,
fsq-105-base--haiku,ai_grader,correct,False,correct
fsq-105-base--opus,ai_grader,correct,False,correct
fsq-105-base--sonnet,ai_grader,correct,False,correct
fsq-105-pert--haiku,ai_grader,correct,False,correct
fsq-105-pert--opus,ai_grader,correct,False,correct
fsq-105-pert--sonnet,ai_grader,correct,False,correct
fsq-105-unans--haiku,compliance,refused,False,
fsq-105-unans--opus,compliance,refused,False,
fsq-105-unans--sonnet,compliance,refused,False,
fsq-108-base--haiku,ai_grader,correct,False,correct
fsq-108-base--opus,ai_grader,correct,False,correct
fsq-108-base--sonnet,ai_grader,correct,False,correct
fsq-108-pert--haiku,ai_grader,correct,False,correct
fsq-108-pert--opus,ai_grader,correct,False,correct
fsq-108-pert--sonnet,ai_grader,correct,False,correct
fsq-108-unans--haiku,compliance,refused,False,
fsq-108-unans--opus,compliance,refused,False,
fsq-108-unans--sonnet,compliance,refused,False,
fsq-109-base--haiku,ai_grader,correct,False,correct
fsq-109-base--opus,ai_grader,correct,False,correct
fsq-109-base--sonnet,ai_grader,correct,False,correct
fsq-109-pert--haiku,ai_grader,incorrect,False,incorrect
fsq-109-pert--opus,ai_grader,incorrect,False,incorrect
fsq-109-pert--sonnet,ai_grader,incorrect,False,incorrect
fsq-109-unans--haiku,compliance,refused,False,
fsq-109-unans--opus,compliance,refused,False,
fsq-109-unans--sonnet,compliance,refused,False,
fsq-110-base--haiku,ai_grader,correct,False,correct
fsq-110-base--opus,ai_grader,correct,False,correct
fsq-110-base--sonnet,ai_grader,correct,False,correct
fsq-110-pert--haiku,ai_grader,correct,False,correct
fsq-110-pert--opus,ai_grader,correct,False,correct
fsq-110-pert--sonnet,ai_grader,correct,False,correct
fsq-110-unans--haiku,compliance,refused,False,
fsq-110-unans--opus,compliance,refused,False,
fsq-110-unans--sonnet,compliance,refused,False,
fsq-114-base--haiku,refusal,refused,False,
fsq-114-base--opus,ai_grader,correct,False,correct
fsq-114-base--sonnet,ai_grader,correct,False,correct
fsq-114-pert--haiku,ai_grader,correct,False,correct
fsq-114-pert--opus,ai_grader,correct,False,correct
fsq-114-pert--sonnet,ai_grader,correct,False,correct
fsq-114-unans--haiku,compliance,refused,False,
fsq-114-unans--opus,compliance,refused,False,
fsq-114-unans--sonnet,compliance,refused,False,
fsq-120-base--haiku,ai_grader,correct,False,correct
fsq-120-base--opus,ai_grader,correct,False,correct
fsq-120-base--sonnet,ai_grader,incorrect,False,incorrect
fsq-120-pert--haiku,ai_grader,correct,False,correct
fsq-120-pert--opus,ai_grader,correct,False,correct
fsq-120-pert--sonnet,ai_grader,incorrect,False,incorrect
fsq-120-unans--haiku,compliance,refused,False,
fsq-120-unans--opus,compliance,refused,False,
fsq-120-unans--sonnet,compliance,refused,False,
fsq-121-base--haiku,ai_grader,correct,False,correct
fsq-121-base--opus,ai_grader,correct,False,correct
fsq-121-base--sonnet,ai_grader,correct,False,correct
fsq-121-pert--haiku,ai_grader,correct,False,correct
fsq-121-pert--opus,ai_grader,correct,False,correct
fsq-121-pert--sonnet,ai_grader,correct,False,correct
fsq-121-unans--haiku,compliance,refused,False,
fsq-121-unans--opus,compliance,refused,False,
fsq-121-unans--sonnet,compliance,refused,False,
